split_id,context,spearman_rho,p_value,n_words_union
33,handbag,0.3956513030218818,0.0011056485933086263,65
33,library,-0.3441119406057465,5.344336453764853e-05,132
33,mall,-0.23605348255438907,0.006230976217244509,133
33,play,-0.19114649775839307,0.01683457181384283,156
33,restaurant,0.2752010225105207,0.048316760249041794,52
34,bakery,0.2523399556682872,0.023936141239710874,80
34,closet,-0.07182185270417074,0.48449153853486904,97
34,corner,0.06623604955911648,0.4958183418414901,108
34,fitness,0.3751545045201099,0.002660904265373743,62
34,fridge,0.443954175211137,0.00668125798908898,36
34,garage,0.23184901734971183,0.024543342275108012,94
34,handbag,0.24651781658090405,0.04774928024077875,65
34,library,-0.28457213333213593,0.0009428815767003903,132
34,mall,-0.20274894845822458,0.019257587880239554,133
34,play,-0.12764334055611704,0.11229868234733749,156
34,restaurant,0.29571695696133,0.03329854788343898,52
35,bakery,0.07349394781557836,0.5170618197749539,80
35,closet,0.0011663890993553346,0.9909532352060655,97
35,corner,0.03708544976353753,0.7031662901280613,108
35,fitness,0.33337924197469126,0.008101199744413064,62
35,fridge,0.4537636537638414,0.005441854003072518,36
35,garage,0.10477387392017415,0.3148977612264443,94
35,handbag,0.40732869364336916,0.0007583057961282554,65
35,library,-0.37034860210819404,1.2369574158571476e-05,132
35,mall,-0.26932050107777916,0.0017198911275123727,133
35,play,-0.25078240820898723,0.001590200475585856,156
35,restaurant,0.2895680248075468,0.0373256231276085,52
36,bakery,0.1330376351095444,0.23942108851692503,80
36,closet,-0.051092440843736854,0.6191864776108953,97
36,corner,-0.05441138649160766,0.5759607423238768,108
36,fitness,0.3444883566034122,0.006110894336574421,62
36,fridge,0.48013929826371415,0.0030408678099395066,36
36,garage,0.09354283374205664,0.3698442618614267,94
36,handbag,0.4215063972711104,0.00047086482966936314,65
36,library,-0.3458705857692328,4.864332679756912e-05,132
36,mall,-0.2365540978220245,0.006118848894708195,133
36,play,-0.1275450458989416,0.11257777609533937,156
36,restaurant,0.23881263473110398,0.08819308974718723,52
37,bakery,0.14878041924654128,0.18779410886543293,80
37,closet,0.021523354816251332,0.8342478940175784,97
37,corner,0.09110062355577042,0.348408553146931,108
37,fitness,0.29817503829458897,0.01857906430842749,62
37,fridge,0.4091485762616295,0.01321985443887904,36
37,garage,0.10266684235338384,0.32478194722907394,94
37,handbag,0.3730716361610244,0.002207727350978478,65
37,library,-0.33295020054228674,9.586691014568819e-05,132
37,mall,-0.16010552779497036,0.06563738072176728,133
37,play,-0.13557651390034442,0.09150108196611231,156
37,restaurant,0.3038234353132301,0.028546508826567386,52
38,bakery,0.01699473995336744,0.8810612643135598,80
38,closet,-0.06268760433001919,0.5418631803750305,97
38,corner,0.012510507241838251,0.897749208431482,108
38,fitness,0.20651599894133316,0.10730432102815082,62
38,fridge,0.41635900571573664,0.011541737414311021,36
38,garage,0.09699363282234191,0.3523705717317922,94
38,handbag,0.2830777525716791,0.02231770219126268,65
38,library,-0.30411819493520537,0.0003923562659829918,132
38,mall,-0.15936593693242196,0.06691007685954349,133
38,play,-0.1760711610326775,0.027902989249384492,156
38,restaurant,0.18913924019669015,0.179302812670252,52
39,bakery,0.16315933857381057,0.14815378165304674,80
39,closet,0.017580513518416437,0.8642893913703189,97
39,corner,0.002384437599083671,0.9804605698651845,108
39,fitness,0.5131128981167153,2.004526864775676e-05,62
39,fridge,0.46083313785422336,0.004676466363211966,36
39,garage,0.1664113437993043,0.10892817374544247,94
39,handbag,0.2879089802212739,0.02003796639397566,65
39,library,-0.32465826403721215,0.00014588535944871827,132
39,mall,-0.20976137916415344,0.015381281397268276,133
39,play,-0.1991556119053976,0.01268588733632326,156
39,restaurant,0.3691401294967044,0.0070804343669882384,52
40,bakery,0.12345622752704596,0.2752609015000107,80
40,closet,-0.07478213368135118,0.4666191719388063,97
40,corner,-0.03490228620098251,0.7198914484752519,108
40,fitness,0.4149090072829154,0.000799332384641991,62
40,fridge,0.39651369719713897,0.016657246906074653,36
40,garage,0.2125210244634376,0.03973883394457339,94
40,handbag,0.35882683723118575,0.003332791025414284,65
40,library,-0.3131595994598911,0.00025606758400599034,132
40,mall,-0.17504534905440863,0.04387811343414746,133
40,play,-0.1522071643113892,0.057848441507065376,156
40,restaurant,0.3495308092284458,0.011088354525628463,52
41,bakery,0.14043229421244083,0.21406553849956686,80
41,closet,-0.026000850555047715,0.8004214564124708,97
41,corner,0.02417493698048874,0.8038665475874129,108
41,fitness,0.35623789006703677,0.004485829721738269,62
41,fridge,0.44768292404738846,0.006184245927714463,36
41,garage,0.09646579792233072,0.3550095262152353,94
41,handbag,0.34773474501268453,0.0045356421265563066,65
41,library,-0.34975965925136326,3.9425239321544444e-05,132
41,mall,-0.15697892432595972,0.07115527654682342,133
41,play,-0.15963679172622378,0.04652358347349877,156
41,restaurant,0.2389624181902857,0.08798785310327596,52
42,bakery,0.03971894224555844,0.726485884514016,80
42,closet,0.02212817076199265,0.8296595144928007,97
42,corner,-0.040474684284444874,0.6774822367773183,108
42,fitness,0.38783635145811307,0.0018421537736254773,62
42,fridge,0.4659315057461222,0.0041839503718047585,36
42,garage,0.09439392454190755,0.36548618315510983,94
42,handbag,0.30747235345005736,0.012720522965167444,65
42,library,-0.3462811286839227,4.7582500409266e-05,132
42,mall,-0.21736474200130457,0.011962965764643929,133
42,play,-0.13622504321536552,0.08994643421498519,156
42,restaurant,0.2696930643451043,0.053174393475763325,52
43,bakery,0.08793134477278931,0.4379805692629476,80
43,closet,-0.07076201622299134,0.4909778051083592,97
43,corner,0.02668045524402517,0.7840125073733932,108
43,fitness,0.3932746168117579,0.001566380974495917,62
43,fridge,0.46762186161584873,0.0040308943516313206,36
43,garage,0.09518514849589739,0.36146307024864854,94
43,handbag,0.3650185975229457,0.0027928197259045225,65
43,library,-0.345207340565904,5.040406200368005e-05,132
43,mall,-0.15241338882373764,0.07988178177218141,133
43,play,-0.14398598887702674,0.07292859962715931,156
43,restaurant,0.3194155593540169,0.020989406857926895,52
44,bakery,0.11350739835223723,0.31609871787867116,80
44,closet,-0.07338521009961192,0.4750077504521244,97
44,corner,0.06347860272631908,0.5139681168887695,108
44,fitness,0.3734362693327118,0.0027937513453002412,62
44,fridge,0.4694262272584071,0.003872891806464855,36
