split_id,context,spearman_rho,p_value,variance_rho
7,garage,0.07949763518823018,0.4462677052145152,1.925929944387236e-34
7,handbag,0.31132481103944265,0.011591118409083424,3.0814879110195774e-33
7,library,-0.3595648962631968,2.292679027582647e-05,1.232595164407831e-32
7,mall,-0.2358277599480574,0.006282128739138616,3.0814879110195774e-33
7,play,-0.15997809254087983,0.04605124586152762,7.703719777548943e-34
7,restaurant,0.25022051557937863,0.07360141775500689,3.0814879110195774e-33
8,bakery,0.12349240081770245,0.27511917872225944,1.7333369499485123e-33
8,closet,-0.023612612708065684,0.8184224468789624,0.0
8,corner,0.018628302499312042,0.8482475260713558,4.81482486096809e-35
8,fitness,0.3750480411382613,0.002668969035272535,1.232595164407831e-32
8,fridge,0.3964735271689719,0.01666926739064991,0.0
8,garage,0.1657972593810831,0.11025891544842775,7.703719777548943e-34
8,handbag,0.33655569495730575,0.006121293910413966,3.0814879110195774e-33
8,library,-0.3375920162919686,7.538825515456542e-05,1.232595164407831e-32
8,mall,-0.22722153474215365,0.008533264072570601,0.0
8,play,-0.1388594139541958,0.08384661370384669,0.0
8,restaurant,0.3368150258685978,0.01462348853140452,2.7733391199176196e-32
9,bakery,0.1519031236711746,0.17859300206310671,0.0
9,closet,-0.06637599001950921,0.5183014235813872,1.925929944387236e-34
9,corner,-0.057255521251992784,0.5561455681924434,4.81482486096809e-35
9,fitness,0.42704815861217316,0.0005371200615747998,3.0814879110195774e-33
9,fridge,0.4731286330784336,0.003565419071447814,2.7733391199176196e-32
9,garage,0.12213368966067074,0.24092313181796038,3.0814879110195774e-33
9,handbag,0.3412485218104808,0.005404408848082405,1.232595164407831e-32
9,library,-0.39081307679533367,3.6037589096351003e-06,3.0814879110195774e-33
9,mall,-0.17872220606699027,0.03956406255398261,3.0814879110195774e-33
9,play,-0.1465974186986558,0.06782703744467977,7.703719777548943e-34
9,restaurant,0.16412911287085213,0.24495691403464437,3.0814879110195774e-33
10,bakery,0.1065159545757836,0.34701636734696106,0.0
10,closet,-0.07043101149859073,0.4930129426760028,1.925929944387236e-34
10,corner,0.05996241208217568,0.5375964601494589,1.925929944387236e-34
10,fitness,0.37276001985992296,0.002847634196844554,3.0814879110195774e-33
10,fridge,0.37133331739622516,0.025762562923690224,1.232595164407831e-32
10,garage,0.10779351899752448,0.3010752005687994,3.0814879110195774e-33
10,handbag,0.33752438550438213,0.005966822901112892,0.0
10,library,-0.3651809176855797,1.6671634340486477e-05,1.232595164407831e-32
10,mall,-0.20206621524870746,0.01967658746674278,3.0814879110195774e-33
10,play,-0.17241247238221674,0.031377180836583946,7.703719777548943e-34
10,restaurant,0.35536489379031866,0.009730355188057841,0.0
11,bakery,0.0528011767447419,0.641816891126166,1.925929944387236e-34
11,closet,-0.039359200261524195,0.7018930713480759,0.0
11,corner,0.0050938341660539755,0.9582728962805367,0.0
11,fitness,0.43441190106300653,0.00041894419595865087,3.0814879110195774e-33
11,fridge,0.4719259234232294,0.0036628887014480945,1.232595164407831e-32
11,garage,0.12295488627445914,0.23775069908708474,7.703719777548943e-34
11,handbag,0.42393419278176875,0.0004330536454229583,3.0814879110195774e-33
11,library,-0.3319881683055575,0.00010071449114141893,0.0
11,mall,-0.20896049354144924,0.015786585630023758,6.933347799794049e-33
11,play,-0.14023239466027634,0.08080156226226898,7.703719777548943e-34
11,restaurant,0.37480449689266776,0.006188380707850666,4.930380657631324e-32
12,bakery,0.12009051729270537,0.2886613582950187,1.925929944387236e-34
12,closet,-0.054243987921387064,0.5977045345604404,4.81482486096809e-35
12,corner,0.018122571519973325,0.8523200264043497,1.2037062152420224e-35
12,fitness,0.49090056141200267,5.102149621367854e-05,1.232595164407831e-32
12,fridge,0.4802320705208301,0.003034403297455533,1.232595164407831e-32
12,garage,0.16723749591577755,0.10715762655134345,3.0814879110195774e-33
12,handbag,0.36527691702386633,0.00277209252776431,2.7733391199176196e-32
12,library,-0.3244476397073797,0.00014742658852784073,0.0
12,mall,-0.18842119330388302,0.029858608872994696,3.0814879110195774e-33
12,play,-0.21876633897957037,0.006074518613779155,7.703719777548943e-34
12,restaurant,0.21398663255718847,0.12769015365617647,7.703719777548943e-34
13,bakery,0.1689145820752165,0.1341786108980531,3.0814879110195774e-33
13,closet,-0.12951671549245328,0.20609063480582224,0.0
13,corner,-0.020113306119603835,0.8363126815246906,0.0
13,fitness,0.36675511449702763,0.0033681648808435837,1.232595164407831e-32
13,fridge,0.43990257523662313,0.007259787423135193,3.0814879110195774e-33
13,garage,0.09767783200632885,0.34896808816762737,7.703719777548943e-34
13,handbag,0.3655439465307194,0.0027508106749994116,3.0814879110195774e-33
13,library,-0.34488565932282594,5.1279375631918136e-05,3.0814879110195774e-33
13,mall,-0.19757824298430243,0.022631707554070526,7.703719777548943e-34
13,play,-0.21203248705228797,0.007877634020416604,0.0
13,restaurant,0.34669228219876813,0.011806096152309533,0.0
14,bakery,0.1407010315544262,0.21318129365321037,7.703719777548943e-34
14,closet,-0.06150934688159826,0.5494992863402818,4.81482486096809e-35
14,corner,0.025442006447284858,0.793809675849759,0.0
14,fitness,0.33253102899820375,0.008274126797302696,0.0
14,fridge,0.514868438159728,0.0013136014771008885,1.232595164407831e-32
14,garage,0.11812254927132092,0.2568397429058905,1.925929944387236e-34
14,handbag,0.3324389731745689,0.006817652730037769,3.0814879110195774e-33
14,library,-0.3340524255219901,9.05808840609272e-05,1.232595164407831e-32
14,mall,-0.1610363636440774,0.06406369871207251,7.703719777548943e-34
14,play,-0.1631400438181254,0.041862514702869176,7.703719777548943e-34
14,restaurant,0.21423993755365947,0.12722909373857416,6.933347799794049e-33
15,bakery,0.07656838098998373,0.4996364188400879,1.925929944387236e-34
15,closet,-0.08630755363013574,0.4005825084392127,7.703719777548943e-34
15,corner,-0.03895310059970071,0.6889694463641238,4.81482486096809e-35
15,fitness,0.4113096783367301,0.0008967990719398987,3.0814879110195774e-33
15,fridge,0.35932317367338085,0.031372572390657646,0.0
15,garage,0.11883852009050191,0.2539473016359324,7.703719777548943e-34
15,handbag,0.3053662372735843,0.013377234176235837,0.0
15,library,-0.31244391672733074,0.00026499672910343034,0.0
15,mall,-0.17057521036855242,0.04964483969409383,1.232595164407831e-32
15,play,-0.17039406932873086,0.03344645166603119,3.0814879110195774e-33
15,restaurant,0.19498062864663032,0.16599683033551837,3.0814879110195774e-33
16,bakery,0.07640053646440169,0.5005797790374313,1.925929944387236e-34
16,closet,-0.035838388961997494,0.7274621299004647,1.925929944387236e-34
16,corner,-0.030993446378594518,0.7501649119333669,1.2037062152420224e-35
16,fitness,0.4015467084296216,0.0012175212271201673,2.7733391199176196e-32
16,fridge,0.4330440031938115,0.008337039152725496,1.232595164407831e-32
16,garage,0.18580498187189423,0.07297442173939124,7.703719777548943e-34
16,handbag,0.3454696663837601,0.0048238685362287596,1.232595164407831e-32
16,library,-0.3184446050715924,0.00019827388059944227,3.0814879110195774e-33
16,mall,-0.25730013324302503,0.0027913534040641193,1.232595164407831e-32
16,play,-0.1917960105029102,0.016458911484827567,3.0814879110195774e-33
16,restaurant,0.3055268446538682,0.027623626094974308,0.0
17,bakery,0.186038250382938,0.0984843191051312,3.0814879110195774e-33
17,closet,-0.030626917569673867,0.7658560697653485,1.0833355937178202e-34
17,corner,0.019691676473083904,0.8396976320057299,1.2037062152420224e-35
17,fitness,0.3424809347439748,0.006435029567251883,0.0
17,fridge,0.4748738800935445,0.003427988924774249,3.0814879110195774e-33
17,garage,0.060715603452612926,0.5610247448378891,1.2037062152420224e-33
17,handbag,0.3715532162795484,0.002308838272424265,2.7733391199176196e-32
17,library,-0.3519268501856138,3.502708149498094e-05,1.232595164407831e-32
17,mall,-0.22487542508654093,0.009259294168686108,3.0814879110195774e-33
17,play,-0.13107682226381553,0.1028845999980603,0.0
17,restaurant,0.40302465460179254,0.0030528911966753057,0.0
18,bakery,0.0272574836053336,0.8103256869023465,4.81482486096809e-35
18,closet,-0.09190554991424195,0.370612159815613,1.7333369499485123e-33
18,corner,-0.014686061140560036,0.8800907212470481,2.7083389842945504e-35
18,fitness,0.2021877973012711,0.11503649809320687,7.703719777548943e-34
18,fridge,0.45735632348579397,0.0050403860463875206,3.0814879110195774e-33
18,garage,0.17829523847029072,0.08555749711836377,0.0
18,handbag,0.3568784119667076,0.0035209269440634773,4.930380657631324e-32
18,library,-0.40733289530480393,1.2515934816412287e-06,3.0814879110195774e-33
18,mall,-0.19184975667548845,0.026951024711544324,0.0
18,play,-0.23076331699290545,0.00375221237770559,0.0
18,restaurant,0.3140799855519725,0.023358357020096674,3.0814879110195774e-33
19,bakery,0.14610859284738312,0.1959350641697361,0.0
19,closet,-0.05173174450400491,0.6148020154835605,4.81482486096809e-35
19,corner,0.07000365772462555,0.4715755397383127,7.703719777548943e-34
19,fitness,0.33299354229987227,0.008179438330723156,3.0814879110195774e-33
19,fridge,0.47421085271327773,0.0034796472129394623,3.0814879110195774e-33
19,garage,0.09464751108739547,0.3641937956876804,1.7333369499485123e-33
19,handbag,0.3556211355546873,0.0036472764843933463,3.0814879110195774e-33
19,library,-0.31521124641649173,0.00023199223873954705,3.0814879110195774e-33
19,mall,-0.18572164269804672,0.032331688065886204,7.703719777548943e-34
19,play,-0.14341865719585886,0.0740770304590073,7.703719777548943e-34
19,restaurant,0.28713912734673686,0.03902333806240574,1.232595164407831e-32
20,bakery,0.1670667806287859,0.1385520580441063,6.933347799794049e-33
20,closet,-0.09943964823943073,0.33250761808130935,1.925929944387236e-34
20,corner,0.012169668945479306,0.9005204711670722,3.009265538105056e-36
20,fitness,0.4742481864841538,9.864204904024735e-05,3.0814879110195774e-33
20,fridge,0.4066165634810898,0.01385600979044383,1.232595164407831e-32
20,garage,0.16208141084730723,0.11858251247525495,0.0
20,handbag,0.46952391991802717,7.958183262925295e-05,2.7733391199176196e-32
20,library,-0.3598886731140834,2.2513157957437538e-05,1.232595164407831e-32
20,mall,-0.23075970327612166,0.007533397299792518,7.703719777548943e-34
20,play,-0.23470061792861613,0.0031865803118682856,0.0
20,restaurant,0.3466807172138947,0.011809100250642824,1.232595164407831e-32
21,bakery,0.17603259833613277,0.11830510314752768,7.703719777548943e-34
21,closet,-0.07677676137789655,0.45478290164835045,1.925929944387236e-34
21,corner,0.013851280780002792,0.8868599836819435,1.2037062152420224e-35
21,fitness,0.4026991393292232,0.0011749242123334448,2.7733391199176196e-32
21,fridge,0.4641262235595802,0.004352945335565165,3.0814879110195774e-33
21,garage,0.13480151673218352,0.19518790249696077,7.703719777548943e-34
21,handbag,0.2749713066712471,0.026636979745008612,3.0814879110195774e-33
21,library,-0.394548182247041,2.851420621696132e-06,3.0814879110195774e-33
21,mall,-0.13141901653737265,0.13159564514006372,0.0
21,play,-0.16015908175323712,0.0458023958488681,7.703719777548943e-34
21,restaurant,0.27824504906761516,0.04579119513450892,1.232595164407831e-32
22,bakery,0.2694394478132835,0.01565374255115347,0.0
22,closet,-0.018616330987735845,0.8563766937415338,1.2037062152420224e-35
22,corner,0.045964707146059644,0.6366622241637878,0.0
22,fitness,0.2637409074485042,0.03833415785783516,0.0
22,fridge,0.5136360418606747,0.001355383862019102,0.0
22,garage,0.0742517827263972,0.47693042248471806,1.925929944387236e-34
22,handbag,0.3329126987506054,0.0067341332980576955,3.0814879110195774e-33
22,library,-0.36696380771414316,1.5049019621712019e-05,0.0
22,mall,-0.25818432303022254,0.0026956889364672665,3.0814879110195774e-33
22,play,-0.13666322135986528,0.08890800859125499,7.703719777548943e-34
22,restaurant,0.27863560340096394,0.045475112407338376,3.0814879110195774e-33
23,bakery,0.06580140321466194,0.5619740611298176,1.925929944387236e-34
23,closet,-0.006807395708964101,0.9472371626555085,7.52316384526264e-37
23,corner,0.05096016911156752,0.6004373498302528,4.81482486096809e-35
23,fitness,0.4063727302942433,0.00104794588642427,3.0814879110195774e-33
23,fridge,0.44877326712620913,0.006045058416588242,3.0814879110195774e-33
23,garage,0.052906700795151036,0.6125469721948233,0.0
23,handbag,0.2772389932554979,0.025363085881791026,0.0
23,library,-0.3655728297954212,1.630142040484251e-05,4.930380657631324e-32
23,mall,-0.27803904838409604,0.0011937283779105243,3.0814879110195774e-33
23,play,-0.13031458794841866,0.10491893123511617,7.703719777548943e-34
23,restaurant,0.22091843774777592,0.11552096186831416,3.0814879110195774e-33
24,bakery,0.12607797177172952,0.2651156113932869,7.703719777548943e-34
24,closet,0.005452198212165194,0.9577301632527576,6.770847460736376e-36
24,corner,-0.04067630775789158,0.6759655405400454,4.81482486096809e-35
24,fitness,0.3546362527215624,0.004682069971054449,0.0
24,fridge,0.4610348395591329,0.004656069794727744,1.232595164407831e-32
24,garage,0.10936788794316128,0.29402857607757915,1.925929944387236e-34
24,handbag,0.28528972548662646,0.021247988505409255,3.0814879110195774e-33
24,library,-0.33240700286550834,9.857657881275035e-05,3.0814879110195774e-33
24,mall,-0.18810497866172526,0.030139720911127398,3.0814879110195774e-33
24,play,-0.2637576405696442,0.0008780169777272395,3.0814879110195774e-33
24,restaurant,0.19039036811990773,0.17639015265459135,7.703719777548943e-34
25,bakery,0.1075149206895725,0.3424868089325763,0.0
25,closet,0.05942641261272522,0.5631248729344788,4.81482486096809e-35
25,corner,0.05531949635300926,0.5695983146988952,0.0
25,fitness,0.4489779166247222,0.0002519813768052817,1.232595164407831e-32
25,fridge,0.43777307367357277,0.007580701229090851,7.703719777548943e-32
25,garage,0.09218433906648393,0.3768660239057281,7.703719777548943e-34
25,handbag,0.33996808723453903,0.005592272284566868,0.0
25,library,-0.3428448093570697,5.717300387741217e-05,1.232595164407831e-32
25,mall,-0.2339222595419979,0.006729055214534808,0.0
25,play,-0.0874459307185008,0.27770195847228146,7.703719777548943e-34
25,restaurant,0.3320280156713291,0.016183906262124906,0.0
26,bakery,0.15317703634626567,0.17493541548136618,0.0
26,closet,-0.10800517735301267,0.2923309980595775,7.703719777548943e-34
26,corner,-0.047216670056907474,0.6274982641076046,0.0
26,fitness,0.26374077143224445,0.03833426131730818,0.0
26,fridge,0.48086599508760103,0.0029905497924376974,3.0814879110195774e-33
26,garage,0.14228156139845144,0.17131693359329603,7.703719777548943e-34
26,handbag,0.3514567172741876,0.004094994202921708,0.0
26,library,-0.30059653470588604,0.00046160899924155914,3.0814879110195774e-33
26,mall,-0.22507126072704867,0.009196671634402536,0.0
26,play,-0.1587354553949625,0.047790419138264546,0.0
26,restaurant,0.3488584613853764,0.011254875015228444,3.0814879110195774e-33
27,bakery,0.11502680941175232,0.30962177847874184,1.925929944387236e-34
27,closet,-0.0929357329648977,0.3652500263545033,0.0
27,corner,0.08292458261501799,0.3935370088910285,0.0
27,fitness,0.44225875487630206,0.00031947998189960823,2.7733391199176196e-32
27,fridge,0.47994912335893836,0.0030541569771902755,0.0
27,garage,0.11460652948295162,0.2713699566962725,7.703719777548943e-34
27,handbag,0.3605520948014619,0.0031737178874527146,3.0814879110195774e-33
27,library,-0.41739681075628493,6.387827716374453e-07,2.7733391199176196e-32
27,mall,-0.238914910703556,0.00561392365274439,7.703719777548943e-34
27,play,-0.13984454327704932,0.08165260213295443,0.0
27,restaurant,0.27391741886987125,0.04941520078985485,0.0
28,bakery,0.09541097895419254,0.39985866407715176,1.925929944387236e-34
28,closet,-0.10739272774280938,0.2950923437895148,1.7333369499485123e-33
28,corner,0.0486536543881923,0.6170494598506864,0.0
28,fitness,0.430845284923051,0.00047285659704353534,0.0
28,fridge,0.5547768975294076,0.0004457612503103232,0.0
28,garage,0.17485329174123285,0.091873824356447,7.703719777548943e-34
28,handbag,0.3345729381862926,0.006448468611373925,0.0
28,library,-0.366797810461429,1.5193567184266188e-05,0.0
28,mall,-0.18027974730847415,0.03784701852705005,0.0
28,play,-0.14190977135208907,0.07720277343844653,3.0814879110195774e-33
28,restaurant,0.31330505525076713,0.023720448016877557,0.0
29,bakery,0.14112404526480948,0.21179466594641172,7.703719777548943e-34
29,closet,-0.017568081682461077,0.8643844422326274,1.2037062152420224e-35
29,corner,0.010214750132588477,0.9164374729995438,3.009265538105056e-36
29,fitness,0.364357559413768,0.0035985242482199425,3.0814879110195774e-33
29,fridge,0.515445611132855,0.0012944264833948708,0.0
29,garage,0.13418358287896628,0.19726213234172543,7.703719777548943e-34
29,handbag,0.309238826401351,0.012191373820046916,3.0814879110195774e-33
29,library,-0.2802232542113026,0.0011364994124575575,3.0814879110195774e-33
29,mall,-0.19188726022387753,0.02692060616031014,3.0814879110195774e-33
29,play,-0.19293211790694695,0.015819330757539427,6.933347799794049e-33
29,restaurant,0.34154467093860086,0.013209896713706261,1.232595164407831e-32
30,bakery,0.14397740946838677,0.2026082100418662,7.703719777548943e-34
30,closet,-0.047120661346704146,0.6467202681338875,4.81482486096809e-35
30,corner,0.04701573372745592,0.628965290361411,4.81482486096809e-35
30,fitness,0.42771500608536606,0.0005252897568678597,3.0814879110195774e-33
30,fridge,0.4816442098802984,0.002937470032829508,0.0
30,garage,0.12166658677900861,0.24274066136329295,1.925929944387236e-34
30,handbag,0.34368287886690874,0.0050625230177897655,0.0
30,library,-0.3757253758163529,9.017995269698986e-06,1.232595164407831e-32
30,mall,-0.2294188712415362,0.00789938352617542,6.933347799794049e-33
30,play,-0.14156908503596297,0.07792304949550474,0.0
30,restaurant,0.20566705090887524,0.1435433658775971,0.0
31,bakery,0.16929290475948228,0.13329623734195586,3.0814879110195774e-33
31,closet,-0.017683263864886035,0.8635038607663006,1.2037062152420224e-35
31,corner,0.0777072813463543,0.4240755523123714,0.0
31,fitness,0.3145673233353558,0.012772019473811706,0.0
31,fridge,0.40814801748992385,0.013468229252726142,1.232595164407831e-32
31,garage,0.15684834955161298,0.13111608262299945,7.703719777548943e-34
31,handbag,0.3558685630209339,0.0036220980155735826,0.0
31,library,-0.36975979728586744,1.2800780680173938e-05,3.0814879110195774e-33
31,mall,-0.17938267565251345,0.03882813716633854,3.0814879110195774e-33
31,play,-0.11180052595587174,0.1646753158951631,1.7333369499485123e-33
31,restaurant,0.2485089719923667,0.07565960167937341,3.0814879110195774e-33
32,bakery,0.17949136307238003,0.11113321160636135,0.0
32,closet,-0.07331835278656233,0.4754112632665447,1.925929944387236e-34
32,corner,-0.011832516793255771,0.9032629395644903,0.0
32,fitness,0.3272760693418104,0.009418932758665108,3.0814879110195774e-33
32,fridge,0.4236557212545347,0.010030870073676491,3.0814879110195774e-33
32,garage,0.12093517127351068,0.24560565885455055,0.0
32,handbag,0.2965606057597126,0.01644935541569491,3.0814879110195774e-33
32,library,-0.3124548609190109,0.00026485803964431553,3.0814879110195774e-33
32,mall,-0.25117570965751623,0.003542567950118722,0.0
32,play,-0.14443879366494564,0.07202239066408049,7.703719777548943e-34
32,restaurant,0.378816301033386,0.005617473894136905,1.232595164407831e-32
33,bakery,0.15874239689062367,0.15959811796046433,0.0
33,closet,-0.15124623572665774,0.13919016889612193,7.703719777548943e-34
33,corner,-0.0018346634501532997,0.9849651257125789,0.0
33,fitness,0.4107329582496141,0.000913377258663363,1.232595164407831e-32
33,fridge,0.4803765602236636,0.003024358862413778,1.232595164407831e-32
33,garage,0.05408957983632752,0.604611395377652,1.925929944387236e-34
33,handbag,0.3956513030218818,0.0011056485933086263,1.232595164407831e-32
33,library,-0.3441119406057465,5.344336453764853e-05,2.7733391199176196e-32
33,mall,-0.23605348255438907,0.006230976217244509,3.0814879110195774e-33
33,play,-0.19114649775839307,0.01683457181384283,3.0814879110195774e-33
33,restaurant,0.2752010225105207,0.048316760249041794,0.0
34,bakery,0.2523399556682872,0.023936141239710874,0.0
34,closet,-0.07182185270417074,0.48449153853486904,1.925929944387236e-34
34,corner,0.06623604955911648,0.4958183418414901,0.0
34,fitness,0.3751545045201099,0.002660904265373743,3.0814879110195774e-33
34,fridge,0.443954175211137,0.00668125798908898,3.0814879110195774e-33
34,garage,0.23184901734971183,0.024543342275108012,3.0814879110195774e-33
34,handbag,0.24651781658090405,0.04774928024077875,3.0814879110195774e-33
34,library,-0.28457213333213593,0.0009428815767003903,0.0
34,mall,-0.20274894845822458,0.019257587880239554,3.0814879110195774e-33
34,play,-0.12764334055611704,0.11229868234733749,7.703719777548943e-34
34,restaurant,0.29571695696133,0.03329854788343898,1.232595164407831e-32
35,bakery,0.07349394781557836,0.5170618197749539,0.0
35,closet,0.0011663890993553346,0.9909532352060655,4.70197740328915e-38
35,corner,0.03708544976353753,0.7031662901280613,0.0
35,fitness,0.33337924197469126,0.008101199744413064,3.0814879110195774e-33
35,fridge,0.4537636537638414,0.005441854003072518,4.930380657631324e-32
35,garage,0.10477387392017415,0.3148977612264443,7.703719777548943e-34
35,handbag,0.40732869364336916,0.0007583057961282554,1.232595164407831e-32
35,library,-0.37034860210819404,1.2369574158571476e-05,0.0
35,mall,-0.26932050107777916,0.0017198911275123727,3.0814879110195774e-33
35,play,-0.25078240820898723,0.001590200475585856,3.0814879110195774e-33
35,restaurant,0.2895680248075468,0.0373256231276085,0.0
36,bakery,0.1330376351095444,0.23942108851692503,7.703719777548943e-34
36,closet,-0.051092440843736854,0.6191864776108953,7.703719777548943e-34
36,corner,-0.05441138649160766,0.5759607423238768,0.0
36,fitness,0.3444883566034122,0.006110894336574421,3.0814879110195774e-33
36,fridge,0.48013929826371415,0.0030408678099395066,1.232595164407831e-32
36,garage,0.09354283374205664,0.3698442618614267,1.925929944387236e-34
36,handbag,0.4215063972711104,0.00047086482966936314,2.7733391199176196e-32
36,library,-0.3458705857692328,4.864332679756912e-05,3.0814879110195774e-33
36,mall,-0.2365540978220245,0.006118848894708195,6.933347799794049e-33
36,play,-0.1275450458989416,0.11257777609533937,3.0814879110195774e-33
36,restaurant,0.23881263473110398,0.08819308974718723,0.0
37,bakery,0.14878041924654128,0.18779410886543293,3.0814879110195774e-33
37,closet,0.021523354816251332,0.8342478940175784,1.2037062152420224e-35
37,corner,0.09110062355577042,0.348408553146931,7.703719777548943e-34
37,fitness,0.29817503829458897,0.01857906430842749,3.0814879110195774e-33
37,fridge,0.4091485762616295,0.01321985443887904,0.0
37,garage,0.10266684235338384,0.32478194722907394,7.703719777548943e-34
37,handbag,0.3730716361610244,0.002207727350978478,1.232595164407831e-32
37,library,-0.33295020054228674,9.586691014568819e-05,1.232595164407831e-32
37,mall,-0.16010552779497036,0.06563738072176728,0.0
