set_boundary,num_reps,context,trigger,query,neg,log_likelihood,negation_probability,probability_query_observed
3,500,bag,chalk,pen,1,-0.08121005542554317,0.922,0.922
3,500,bag,crayons,chalk,1,-0.20825493882045903,0.812,0.812
3,500,bag,chalk,crayons,1,-1.6713133161521878,0.188,0.188
3,500,bag,crayons,chalk,1,-0.20825493882045903,0.812,0.812
3,500,bag,crayons,chalk,1,-0.20825493882045903,0.812,0.812
3,500,bag,pen,chalk,0,-0.11204950380862289,0.106,0.894
3,500,bag,crayons,pen,1,-0.03252319170556006,0.968,0.968
3,500,bag,pen,crayons,1,-3.4420193761824103,0.032,0.032
3,500,bag,pen,chalk,1,-2.24431618487007,0.106,0.106
3,500,bag,crayons,chalk,1,-0.20825493882045903,0.812,0.812
3,500,bag,crayons,chalk,1,-0.20825493882045903,0.812,0.812
3,500,bag,chalk,crayons,1,-1.6713133161521878,0.188,0.188
3,500,bag,pen,crayons,0,-0.03252319170556006,0.032,0.968
3,500,bag,pen,chalk,0,-0.11204950380862289,0.106,0.894
3,500,bag,chalk,crayons,1,-1.6713133161521878,0.188,0.188
3,500,bag,pen,chalk,1,-2.24431618487007,0.106,0.106
3,500,bag,pen,crayons,1,-3.4420193761824103,0.032,0.032
3,500,bag,crayons,chalk,0,-1.671313316152188,0.812,0.18799999999999994
3,500,bag,pen,chalk,1,-2.24431618487007,0.106,0.106
3,500,bag,pen,crayons,1,-3.4420193761824103,0.032,0.032
3,500,bag,pen,chalk,1,-2.24431618487007,0.106,0.106
3,500,bag,pen,crayons,1,-3.4420193761824103,0.032,0.032
3,500,bag,pen,chalk,1,-2.24431618487007,0.106,0.106
3,500,bag,pen,crayons,1,-3.4420193761824103,0.032,0.032
3,500,bag,pen,chalk,1,-2.24431618487007,0.106,0.106
3,500,bag,pen,chalk,1,-2.24431618487007,0.106,0.106
3,500,bag,pen,chalk,1,-2.24431618487007,0.106,0.106
3,500,bag,pen,chalk,1,-2.24431618487007,0.106,0.106
3,500,bag,crayons,chalk,1,-0.20825493882045903,0.812,0.812
3,500,bag,crayons,chalk,1,-0.20825493882045903,0.812,0.812
3,500,bag,chalk,pen,1,-0.08121005542554317,0.922,0.922
3,500,bag,pen,crayons,1,-3.4420193761824103,0.032,0.032
3,500,bag,pen,crayons,1,-3.4420193761824103,0.032,0.032
3,500,bag,pen,crayons,1,-3.4420193761824103,0.032,0.032
3,500,bag,crayons,chalk,1,-0.20825493882045903,0.812,0.812
3,500,bag,crayons,chalk,1,-0.20825493882045903,0.812,0.812
3,500,bag,pen,crayons,1,-3.4420193761824103,0.032,0.032
3,500,bag,pen,crayons,1,-3.4420193761824103,0.032,0.032
3,500,bag,chalk,crayons,1,-1.6713133161521878,0.188,0.188
3,500,bag,pen,chalk,1,-2.24431618487007,0.106,0.106
3,500,bag,chalk,pen,1,-0.08121005542554317,0.922,0.922
3,500,bag,crayons,chalk,0,-1.671313316152188,0.812,0.18799999999999994
3,500,bag,crayons,chalk,1,-0.20825493882045903,0.812,0.812
3,500,bag,pen,chalk,1,-2.24431618487007,0.106,0.106
3,500,bag,crayons,chalk,1,-0.20825493882045903,0.812,0.812
3,500,bag,pen,crayons,1,-3.4420193761824103,0.032,0.032
3,500,bag,crayons,chalk,1,-0.20825493882045903,0.812,0.812
3,500,bag,crayons,chalk,1,-0.20825493882045903,0.812,0.812
3,500,bag,chalk,pen,1,-0.08121005542554317,0.922,0.922
3,500,bag,pen,crayons,1,-3.4420193761824103,0.032,0.032
3,500,bag,pen,crayons,1,-3.4420193761824103,0.032,0.032
3,500,bag,pen,chalk,1,-2.24431618487007,0.106,0.106
3,500,bag,crayons,pen,1,-0.03252319170556006,0.968,0.968
3,500,bag,chalk,crayons,1,-1.6713133161521878,0.188,0.188
3,500,bag,pen,chalk,1,-2.24431618487007,0.106,0.106
3,500,bag,chalk,crayons,1,-1.6713133161521878,0.188,0.188
3,500,bag,pen,chalk,1,-2.24431618487007,0.106,0.106
3,500,bag,pen,chalk,1,-2.24431618487007,0.106,0.106
3,500,bag,pen,crayons,1,-3.4420193761824103,0.032,0.032
3,500,bag,crayons,pen,1,-0.03252319170556006,0.968,0.968
3,500,bag,pen,chalk,1,-2.24431618487007,0.106,0.106
3,500,bag,pen,crayons,1,-3.4420193761824103,0.032,0.032
3,500,bag,crayons,chalk,1,-0.20825493882045903,0.812,0.812
3,500,bag,crayons,chalk,1,-0.20825493882045903,0.812,0.812
3,500,bag,pen,crayons,0,-0.03252319170556006,0.032,0.968
3,500,bag,crayons,chalk,1,-0.20825493882045903,0.812,0.812
3,500,bag,crayons,pen,1,-0.03252319170556006,0.968,0.968
3,500,bag,pen,chalk,1,-2.24431618487007,0.106,0.106
3,500,bag,pen,chalk,0,-0.11204950380862289,0.106,0.894
3,500,bag,chalk,pen,1,-0.08121005542554317,0.922,0.922
3,500,bag,pen,chalk,1,-2.24431618487007,0.106,0.106
3,500,bakery,cakes,muffins,1,-0.3595361762197647,0.698,0.698
3,500,bakery,ice cream,muffins,0,-0.834710744881732,0.566,0.43400000000000005
3,500,bakery,ice cream,muffins,0,-0.834710744881732,0.566,0.43400000000000005
3,500,bakery,cakes,ice cream,1,-0.4812668215244463,0.618,0.618
3,500,bakery,cakes,ice cream,1,-0.4812668215244463,0.618,0.618
3,500,bakery,pretzels,muffins,1,-0.14850000831844398,0.862,0.862
3,500,bakery,cakes,ice cream,1,-0.4812668215244463,0.618,0.618
3,500,bakery,cakes,ice cream,1,-0.4812668215244463,0.618,0.618
3,500,bakery,muffins,pretzels,1,-1.9519282213808764,0.142,0.142
3,500,bakery,pretzels,ice cream,1,-0.20579491297959684,0.814,0.814
3,500,bakery,muffins,cakes,1,-1.1647520911726548,0.312,0.312
