story,query,n_triggers,triggers,base_logprob_sum,base_logprob_mean,base_query_token_count,mean_but_not_logprob_sum,median_but_not_logprob_sum,sd_but_not_logprob_sum,min_but_not_logprob_sum,max_but_not_logprob_sum,mean_but_not_logprob_mean,median_but_not_logprob_mean,sd_but_not_logprob_mean,min_but_not_logprob_mean,max_but_not_logprob_mean,mean_delta_logprob_sum,mean_delta_logprob_mean
bakery,water,5,"cakes,ice cream,muffins,pretzels,sandwiches",-9.551721572875977,-9.551721572875977,1,-9.077640914916993,-9.285735130310059,0.7406052370413487,-9.769147872924805,-8.090899467468262,-9.077640914916993,-9.285735130310059,0.7406052370413487,-9.769147872924805,-8.090899467468262,0.474080657958984,0.474080657958984
bakery,cakes,5,"ice cream,muffins,pretzels,sandwiches,water",-3.5829720497131348,-3.5829720497131348,1,-4.13352952003479,-3.7158994674682617,1.2862775186081825,-6.377678394317627,-3.0857205390930176,-4.13352952003479,-3.7158994674682617,1.2862775186081825,-6.377678394317627,-3.0857205390930176,-0.5505574703216549,-0.5505574703216549
beach,coat,5,"bikini,jacket,jeans,shorts,sunglasses",-8.53641414642334,-8.53641414642334,1,-12.33778781890869,-12.511833190917969,0.833103450111518,-12.922601699829102,-10.900491714477539,-12.33778781890869,-12.511833190917969,0.833103450111518,-12.922601699829102,-10.900491714477539,-3.801373672485351,-3.801373672485351
beach,jacket,5,"bikini,coat,jeans,shorts,sunglasses",-7.72391414642334,-7.72391414642334,1,-10.054816055297852,-10.069640159606934,0.5538352293165583,-10.891351699829102,-9.48563289642334,-10.054816055297852,-10.069640159606934,0.5538352293165583,-10.891351699829102,-9.48563289642334,-2.3309019088745124,-2.3309019088745124
beach,jeans,5,"bikini,coat,jacket,shorts,sunglasses",-5.47391414642334,-5.47391414642334,1,-7.720986461639404,-7.855583667755127,0.6372808925370722,-8.641351699829102,-7.110633373260498,-7.720986461639404,-7.855583667755127,0.6372808925370722,-8.641351699829102,-7.110633373260498,-2.247072315216064,-2.247072315216064
beach,shorts,5,"bikini,coat,jacket,jeans,sunglasses",-3.66141414642334,-3.66141414642334,1,-4.253040170669555,-4.423133373260498,1.0495642005637542,-5.516351699829102,-2.6008903980255127,-4.253040170669555,-4.423133373260498,1.0495642005637542,-5.516351699829102,-2.6008903980255127,-0.5916260242462155,-0.5916260242462155
beach,sunglasses,5,"bikini,coat,jacket,jeans,shorts",-6.47391414642334,-6.47391414642334,1,-8.382547855377197,-8.788390159606934,0.7446628336913051,-9.065622329711914,-7.423133373260498,-8.382547855377197,-8.788390159606934,0.7446628336913051,-9.065622329711914,-7.423133373260498,-1.9086337089538574,-1.9086337089538574
beach,bikini,5,"coat,jacket,jeans,shorts,sunglasses",-2.97391414642334,-2.97391414642334,1,-7.4878942489624025,-7.355583667755127,0.3870100415905225,-7.975890636444092,-7.110633373260498,-7.4878942489624025,-7.355583667755127,0.3870100415905225,-7.975890636444092,-7.110633373260498,-4.513980102539063,-4.513980102539063
cold,fridge,5,"blankets,heater,microwave,sink,tea",-7.096992492675781,-7.096992492675781,1,-10.678328323364259,-11.295193672180176,1.704899414497716,-12.195009231567383,-8.282369613647461,-10.678328323364259,-11.295193672180176,1.704899414497716,-12.195009231567383,-8.282369613647461,-3.5813358306884773,-3.5813358306884773
cold,heater,5,"blankets,fridge,microwave,sink,tea",-1.7219927310943604,-1.7219927310943604,1,-7.627077960968018,-7.362900257110596,1.0532540811239728,-9.273134231567383,-6.601441383361816,-7.627077960968018,-7.362900257110596,1.0532540811239728,-9.273134231567383,-6.601441383361816,-5.905085229873658,-5.905085229873658
